text,label
"为此，$乐心医疗(SZ300562)$联合“微医”平台，集结全国万余名专业医生，开设线上医疗问诊专区，免费为大家提供在线问诊服务，旨在阻击疫情扩散，缓解医疗压力，通过互联网医院空援疫区、抗击疫情，同时可了解疫情动态、疫情防御等知识

作者：粒场财经
链接：https://xueqiu.com/2238656195/140631661
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"9月27日，合成生物公司“微构工场”宣布与餐饮用具提供商“恒鑫生活”达成战略合作，双方将基于PHA（聚羟基脂肪酸酯）与PLA（聚乳酸）材料的共混改性共同开发生物可降解材料，提升当前产品性能并推动产业化升级。此次合作将是PHA材料在商业落地方面的重要尝试。

作者：财经涂鸦
链接：https://xueqiu.com/6741233383/231821869
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
2021年，为助力国家“碳达峰”“碳中和”，悟空出行创建白龙马智行品牌，专注新能源汽车领域租赁业务的发展。如今，漫游纪品牌亮相，将垂直新能源汽车租赁C端消费者，打造“新能源汽车租赁+自驾游”模式结合，漫游纪车辆将全面尝试以新能源车作为主打车型。除了首批大众ID、小鹏P7、特斯拉系列车型之外，漫游纪品牌未来将陆续投入更多的新能源车运营服务。,1
"  通过线上义诊，专家们即可远程为患者开出诊疗意见，当地患者足不出户就可以享受到上海优质的医疗资源。积极推进义诊形式多样化，更高效为老区人民送去公益救助。

  义诊前，工作人员根据病种将患者分为耳畸形头面畸形、唇腭裂、瘢痕和疤痕体表肿物或残疾、眼部等五大部分。义诊开始后，患者根据病种排队，依次上线，专家根据患者在线表述、观察视频另一侧患者的情况，进行诊断并详细记录。



作者：沉浸式
链接：https://xueqiu.com/4400524264/202579003
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"区域性商业银行应坚持立足当地市场、服务区域经济的定位，全力支持区域经济低碳转型和可持续发展。北京银行作为北京市属金融机构，始终紧跟北京市委市政府决策部署，在服务首都绿色发展方面不断作出新的探索与尝试；尤其是“双碳”目标提出以来，发布“绿融+”绿色金融品牌、成立通州绿色支行，发行银行间市场全国首单“碳中和”小微金融债，为首都北京打造绿色金融国际中心持续贡献自身力量。



作者：环球老虎财经
链接：https://xueqiu.com/5710624967/198933699
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"秉持可持续发展的理念，旭辉始终致力更高的绿色建筑标准，要求旗下所有住宅产品必须至少满足绿色建筑一星标准，所有新商业综合体项目必须满足绿色建筑二星标准。据旭辉ESG报告披露，2021年，旭辉竣工的项目中符合绿色建筑标准的建筑面积达到16,155,760平方米，占竣工项目总建筑面积76.8%，34个项目获得绿色建筑认证，其中20个项目获得二星及以上认证。



作者：旭辉集团
链接：https://xueqiu.com/5886859254/227185902
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"比如，2019年7月，常熟市海虞镇人民政府对华道股份罚款5万元。处罚原因为，华道股份存在未根据生产、储存的危险化学品的种类和危险特性，在作业场所设置相关安全设施、设备的行为

作者：IPO日报
链接：https://xueqiu.com/7661862394/215982710
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"乳制品行业是与自然生态息息相关的行业，实现乳品生产与生态协同发展已成为每个乳企可持续经营的重要目标。蒙牛集团早在2019年就将“可持续发展”升级为集团战略，将可持续发展融入蒙牛基因，并把保护生物多样性作为可持续发展战略的关键议题，以“予自然 共绽放”为远景，全面推动生物多样性保护的各项工作。

李鹏程表示，蒙牛拥有从牧场到餐桌的超长产业链，生物多样性保护、生态产品价值实现至关重要。作为行业龙头，蒙牛已经做出生物多样性保护“八大承诺”，不仅要为消费者提供营养产品，还要打造更高生态价值的产品，为共建地球生命共同体做出自己的贡献。



作者：前哨证券
链接：https://xueqiu.com/2894485424/200347226
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"公告显示，本员工持股计划的对象包括公司部分董事、高级管理人员、监事；总部主要为商品采销体系、互联网运营体系、服务体系、技术开发及职能体系的核心部门负责人；在区域层面，涵盖了区域负责人、区域商品采销、运营、物流售后、连锁店开发及职能管理的部门负责人；本次持股计划公司也将四大终端，包括销售终端、物流终端、售后服务终端、科技终端的优秀员，尤其是长期以来融入公司，积极发挥自身专业能力服务消费者的一线优秀人员也纳入。

公告称，本次激励主要面向直接承担经营管理责任、直接为公司创造效益的一线经营人员和各体系的有潜力的业务骨干，持有份额的比例达到了98.86%，尤其是四大终端一线骨干人员的持有比例为10-15%。



作者：苏宁易购
链接：https://xueqiu.com/3765323641/226313220
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"据了解，随着“健康中国2030”的逐步推进，越来越多的企业，开始更加重视员工的身心健康管理。作为行业内的代表企业，好人生咨询为企业提供“员工健康福利计划&H-EAP”已超过14年，突破性的将“单一的心理干预”升级为“身心全方位关爱”，从“问题解决”转变为“预防问题发生”，为雇主提供包括员工吸引、员工关爱、员工发展在内的多个场景的支持，目前已覆盖了数十个行业、数百家企业，包括众多行业的标杆企业，更获得重要媒体的多次报道。



作者：亿欧网
链接：https://xueqiu.com/3191247421/192428533
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"9月11日，由韶关市生态环境局仁化分局，尾矿库工程建设、监理、环境监测等单位专家组成的验收组对中金岭南凡口矿尾矿库生态恢复II期工程进行检查，并对照《建设项目竣工环境保护验收暂行办法》等技术规范要求，审查项目验收资料，认为该项目具备竣工环境保护验收条件，一致同意通过验收。

作者：克拉克_Clark
链接：https://xueqiu.com/7705890239/198418836
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"温氏松岭门种猪一场、二场位于辽宁省朝阳市朝阳县松岭门蒙古族乡。温氏松岭门种猪一场、二场实际上跟温氏食品集团股份有限公司只是合作关系，此猪场老板自主经营，相当于温氏的一个定点合作养殖场。在生产上、管理上、各项环保等设施的配套上并没有跟温氏接轨。

温氏松岭门种猪一场、二场在养殖过程中产生的污水及粪便，通过简单的沉淀以后，经过数百米的管道输送到养殖场后面的山顶，在山顶又分成几个排放口，任由污水及粪便满山遍野的排放，有的甚至都排到了山下村民的农田里。

养猪场污染主要为猪粪与污水，只有将粪污进行无害化处理，才不会对周围土壤、水源以及空气等造成污染，如此直排的情况已经严重影响了周边的生态环境！



作者：乡镇企业导报
链接：https://xueqiu.com/6296396274/226551358
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"环清环境成立于2017年，公司总部位于国家双创基地。公司首席专家是清华大学能源与动力工程系资源环境研究组负责人张衍国教授。张教授带领其研究团队成功开发出符合我国国情的农村多种污染源处理技术，该技术实现农村生活垃圾及农林废弃物的能源化与资源化利用。



作者：35斗
链接：https://xueqiu.com/5447970037/229008951
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"通用汽车与LG化学成立电池合资公司Ultium Cells以量产Ultium电池，提升其在美国新能源汽车市场所占份额。Ultium Cells将与Li-Cycle合作处理生产废料，预计在今年实现对电池生产过程中所产生的废料进行回收。



作者：车云网
链接：https://xueqiu.com/8770626514/179876775
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"IPO捕手获悉，据36氪消息，SOC Investment Group周三致信Rivian董事会成员，要求Rivian在与美国监管机构敲定最终IPO S-1文件之前先对人权、供应链进行严格评估。SOC认为Rivian未能解决好人权问题及电池带来的环保问题，可能会面临监管、诉讼、声誉风险，它希望Rivian在11月3日之前给出回应。目前Rivian提交的S-1文件对这些问题避而不谈。



作者：IPO捕手
链接：https://xueqiu.com/3560809328/200691600
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"新天科技（300259.SZ）8月29日在投资者互动平台表示，公司智慧农业节水产品可以实现节水灌溉，对水资源的节约有一定的促进。



作者：每日经济新闻
链接：https://xueqiu.com/4642157440/229335264
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"在家电产品选材上，海尔智家众多产品都采用低碳环保材料，不仅能降低碳排放，还能回收循环再利用。同时在产品的功能设计上，海尔智家更是兼顾功能与体验，推出“可以洗空气的空调”等一系列绿色、低碳新物种。同样，在绿色经营上，海尔智家拥有全球首个碳中和“灯塔基地”海尔中德智慧园区，一举奠定其在产业领跑者地位；此外，海尔莱西再循环互联工厂一期项目，每年以拆解200万台废旧家电、改性造粒3万吨等能力，成为家电回收拆解行业的先行者。

比如，海尔博观冰箱是行业首个低碳聚氨酯材料冰箱，聚氨酯是绿色可回收材料，与传统原料相比降低50%碳排放。最让行业没想到的是，等到冰箱使用生命周期结束后，海尔智家还会对其进行回收循环再利用，实现全程跟踪全面践行“双碳”战略；领跑世界的海尔磁悬浮中央空调原创磁悬浮离心技术，能为建筑节能提高50%，省电则达一半以上。海尔燃电混动热水器，通过在清洁能源方案和节能技术方面的创新，大幅减少二氧化碳排放。



作者：家电圈
链接：https://xueqiu.com/4582457192/227593256
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"6月3日，苏文电能教育发展基金捐赠仪式在常州市中吴实验学校举行。从今年起，苏文电能每年向常州教育基金会捐赠100万元，连续10年共计1000万元，用于职业教育发展，奖励产教融合、普职融通、现代学徒制等项目

作者：风财讯
链接：https://xueqiu.com/1248169152/181992292
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"宏源药业一贯重视环境保护，确保项目建设和生产经营符合国家环保相关法律法规要求，宏源药业制定了多种环境保护相关制度，明确各个部门及员工的环保责任，对环保设施管理、环境卫生管理、废弃物及固废管理、废水及废气管理、环保事故管理、设备检修及建设项目环保管理、环境信息资料管理和环保考核管理等方面进行了明确规定，确保环境保护工作制度化和规范化。

作者：金锋时机
链接：https://xueqiu.com/1226971622/228830721
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"隐形牙套品牌TrioClear 透舒丽 （澳洲），与国际非牟利绿色慈善组织“One Tree Planted”合作成为环境伙伴，一起种树。每当我们完成一个透舒丽个案，我们便会种植10棵树木。目前我们已经在澳洲及纽西兰累计种植11,360棵树。可持续发展一直是现代牙科的理念，藉由与One Tree Planted合作，帮助种植更多树木，落实回馈大自然的初心； One Tree Planted的造林项目在自然灾害和森林砍伐后重建森林。这计划的目标不但展示当代企业社会责任，最大限度地减少公司的碳足迹，并能推广全球森林复育的重要议题

作者：现代牙科集团
链接：https://xueqiu.com/1886622172/205201435
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"BMW i循环概念车（BMW i Vision Circular）的设计全面应用了循环经济的原则，实现100%使用再利用材料和100%可回收，从而将宝马集团致力于打造“最绿色电动汽车”的愿景再次推进一步。



作者：EV世纪
链接：https://xueqiu.com/7901138929/196860465
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"资源的循环再利用不仅能够节省大量成本，还将减轻地球的负担。但这需要一定的专业和公司级的制度支撑。荣耀拥有专业的旧机回收和处理方案，可以让用户的闲置设备得以最大化的循环再利用。2017年至今，荣耀通过自有渠道收集并处理的电子废弃物超1650吨。



作者：易北辰
链接：https://xueqiu.com/4249380323/177802783
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"目前，伊利员工的平均年龄不到30岁，是一支有活力、有激情、朝气蓬勃的队伍。

通过阳光100、梧桐树培养计划、鸿雁计划、太行人才计划等各项多领域差异化的员工培养项目，伊利人不断提升着自己的工作能力和专业技能。

在潘刚的推动下，伊利持续完善人才选拔机制与人才发展通道，让每一位为伊利创造卓越价值的人才都能顺畅发展。

这些年，伊利不断涌现出全国劳动模范、行业顶尖专业人才、国际化管理人才......他们不仅在平凡的岗位上创造出不凡的价值，也为中国乳业的发展做出卓越贡献。

2021年底，中国首家“乳业职业培训与认证中心”在伊利落成，该中心将在未来为中国奶业振兴积蓄“人才力量”，带动产业链上下游共同发展



作者：微凉的风lyb
链接：https://xueqiu.com/9023936319/215735070
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"华泰证券的“员工成本”费用下降7.26%，华安证券的“公司、奖金、津贴、补贴”费用下降11.34%，东方证券的“职工薪酬”费用下降13.58%，广发证券的“职工薪酬”费用下降24.21%

作者：搜狐财经
链接：https://xueqiu.com/8647410512/113221242
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"四川长虹（600839.SH）8月31日在投资者互动平台表示，公司产品有获得相关绿色产品证书。公司在生产过程中采用了大量的环保可回收材料，并通过环保产业链，将家电报废后产生的可回收材料进行回收。其中长虹电视、美菱冰洗、长虹空调等产品线，更是坚持节能环保、绿色、循环、低碳的发展思路，已实现了将智能创新和绿色发展相融相生的发展理念。另外，由于大量采用了无卤阻燃材料、可回收材料等绿色新材料技术，公司生产的智能电视，在节能降耗方面取得了明显的成效，并且也让电视产品在使用多年报废之后，可以更高效率地进行回收利用

作者：每日经济新闻
链接：https://xueqiu.com/4642157440/229663325
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"龙光集团还积极关注建筑项目可能产生的噪音及废弃物问题，并实行严格手段规管相关排放，包括检讨现时的工地管理措施、加强问责制、进行培训及讲解等等。由此可见，在环境治理方面，龙光集团的表现可圈可点。

作者：智芝全研究
链接：https://xueqiu.com/8908850657/212775696
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"""昌都高争建材股份有限公司(以下简称高争建材)石灰岩矿山将开采的矿石从海拔约4600米的山顶，直接自然滚落到海拔约4200米的工业广场，形成高差约400米的碎石陡坡，矿区山体自然生态破坏殆尽，安全隐患十分突出。

作者：中国网财经
链接：https://xueqiu.com/9293278021/216196032
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。""",0
"与此同时，泡泡玛特持续推进绿色采购，鼓励供应商优先使用经本公司测试认证的环保产品，如可降解铝塑袋、环保硅藻纯配重包等环保性良好的包装材料，以及环保的油漆、油墨、溶剂等产品。通过指定供应商采购，确保原材料的安全环保性，2021年累计减少大约425吨塑胶用量。



作者：港股研究社
链接：https://xueqiu.com/6902145880/219862739
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"财联社8月23日电，天齐锂业公告，公司拟推出员工持股计划，本次员工持股计划所持有的股票总数累计不超过公司股本总额的10%，任一持有人持有的员工持股计划份额所对应的股票数量不超过公司股本总额的1%。初步预估公司本次员工持股计划涉及股票总数不超过公司总股本的1%。


作者：财联社
链接：https://xueqiu.com/7437424816/228841329
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"公司在生产过程中会产生一定的废气和固体废弃物，公司重视环保基础设施及配套设施的建设，针对各生产线及设备都采取了处理措施，已建立一整套环境保护制度，并取得环境管理体系认证，确保达标排放。尽管如此，倘若出现处理不当或设备故障时，仍面临着环保污染问题；同时，随着国家转变经济增长模式，社会环保意识日益增强，政府可能会颁布新的法律法规，提高环保标准，可能导致公司需要进一步增加环保支出，从而影响盈利水平。



作者：深海分析
链接：https://xueqiu.com/4335404038/210733751
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"11月5日，由太平资产发起设立的“共赢”系列专项产品在中保保险资产登记交易系统有限公司完成登记，产品目标规模80亿元。

这是继10月29日中国人寿资产管理有限公司（简称“国寿资产”）成立200亿元规模首支专项产品“国寿资产—凤凰系列产品”后，保险系第二只参与化解优质上市公司股票质押流动性风险的产品。

太平资产发起设立的“共赢”系列专项产品，是中国太平响应中央有关精神以及银保监会近期政策要求，参与化解股票质押流动性风险，维护金融市场长期健康发展的实际举措



作者：东保西险
链接：https://xueqiu.com/9872520227/116325738
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"自设立以来，尚太科技一直高度重视环境保护问题，按照环保有关法律法规的要求，在生产过程中配备相应环保设施，建立健全环境保护处理和责任制度，以杜绝环境污染。尚太科技主要产品生产过程中会产生颗粒物、二氧化硫和氮氧化物等污染物，均按照国家有关规定进行集中处理后排放，符合国家环保的相关标准。



作者：大汪财经
链接：https://xueqiu.com/8653915216/229028588
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"近日，雷蛇宣布了一项意义深远的长期承诺，即制定 10 年环保路线：到 2025 年，使用 100% 的可再生能源；到 2030 年，所有产品使用回收或可回收材料并在 2030 年实现 100% 的碳中和。

作者：Brookfield再生能源(BEP)
链接：https://xueqiu.com/S/BEP/175246699
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"绿茵生态（002887.SZ）5月31日在投资者互动平台表示，公司始终专注于生态修复领域，在荒山边坡生态修复、矿山生态治理、湿地保护修复及流域治理等领域成功实施了内蒙古丰镇北山公园山体生态重建、内蒙古“改盐增草（饲）兴牧”项目、叶县灰河生态公园建设、河南省卫辉市卫河、共产主义渠水环境综合治理EPC项目等。目前尚未开展新能源方面业务。

作者：每日经济新闻
链接：https://xueqiu.com/4642157440/221432541
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"青岛鑫霆悦物流有限公司车辆于2022年6月19日晚在西海岸新区千山北路环海石化门口空地上随意倾倒建筑废弃物，倾倒方量为360立方米。

依据《青岛市建筑废弃物管理办法》第二十三条第（一）项禁止下列行为：（一）随意倾倒、抛撒或者堆放建筑废弃物； 《青岛市建筑废弃物管理办法》第三十五条第（二）项单位和个人有下列情形之一的，由城管执法部门按照《中华人民共和国固体废物污染环境防治法》规定，责令改正，并处罚款：（二）随意倾倒、抛撒或者堆放建筑废弃物的，对个人处200元以上2000元以下罚款，对单位处5000元以上50000元以下罚款。



作者：青岛精选
链接：https://xueqiu.com/6679736674/229734554
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"正和生态（605069.SH）2月24日在投资者互动平台表示，截止目前，公司在雄安新区承接了三项生态保护类工程项目，具体如下：2017年承接了雄安新区“9号地块千年秀林”项目，为雄安新区首批启动的生态森林工程项目；2019年承接了雄安新区唐河入淀口湿地生态保护项目施工总承包项目，为雄安新区对白洋淀修复和保护的重点工程；2020年承接了河北雄安绿博园雄安园建设工程及配套设施项目二标段施工总承包项目，是雄安新区的郊野公园保护工程项目。此外，公司于2018年4月份成立雄安分公司主要经营范围为：工程勘察设计；专业承包；城市园林绿化；技术服务；销售花、草及观赏植物、植物幼苗等。公司后续将持续在雄安新区开拓新的业务机会。



作者：每日经济新闻
链接：https://xueqiu.com/4642157440/212375606
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"早在2012年，董明珠提出，格力要开发基于清洁能源的颠覆式空调技术。在攻坚基础共性节能技术的同时，光伏空调技术成为格力攻关的重点领域。

一年后，格力自主研发的光伏直驱离心机系统被鉴定为“全球首创，国际领先”，首次实现了光伏发电和大型中央空调的无缝融合，开启了中央空调所用电能自产自销的“零能耗”时代。



作者：格力电器
链接：https://xueqiu.com/3424538064/198960825
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"深圳能源(000027)11月11日晚间公告称，公司全资子公司深圳市能源环保有限公司近日与中联重科(000157)签署了《合作框架协议》，双方同意在垃圾焚烧发电等环保产业上进行全方位合作。

作者：中联重科(SZ000157)
链接：https://xueqiu.com/S/SZ000157/59551345
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"公司在生产过程中会产生一定的废气和固体废弃物，公司重视环保基础设施及配套设施的建设，针对各生产线及设备都采取了处理措施，已建立一整套环境保护制度，并取得环境管理体系认证，确保达标排放。尽管如此，倘若出现处理不当或设备故障时，仍面临着环保污染问题；同时，随着国家转变经济增长模式，社会环保意识日益增强，政府可能会颁布新的法律法规，提高环保标准，可能导致公司需要进一步增加环保支出，从而影响盈利水平。



作者：深海分析
链接：https://xueqiu.com/4335404038/210733751
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"作为我国绿色金融领先者，近年来兴业银行聚焦“双碳”战略目标，以“商行+投行”为抓手，持续创新，广引绿色金融活水，先后落地全国首批碳中和债、首单权益出资碳中和债等市场多笔首单绿色债券

作者：标准排名
链接：https://xueqiu.com/9609507785/225671029
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"近日,海尔冰箱获得了SGS颁发的行业首张冰箱产品碳足迹、碳减排认证证书,在产品双碳节能减排的路上又迈出了坚实的一步。

作者：家电部落
链接：https://xueqiu.com/4418918890/228488717
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"2020年，联想成立了产品多元化办公室，以评估联想的硬件和软件产品，确保它们适用于所有人。到2025/26财年，联想将在产品多样性办公室评估其75%的产品。

作者：联想集团官方账号
链接：https://xueqiu.com/6924528856/221792929
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"近日，东方粮仓方正园区开展节约用水宣传活动。

我国是一个淡水资源分布不均的国家。虽然我国的淡水资源总量占全球水资源的6%，但我国人均水资源量仅为世界平均水平的1/4，是全球人均水资源最贫乏的国家之一。事实上，我国有些地区已经处于严重缺水状态，而我们赖以生存的水，也正日益短缺。因此，我们必须要树立起节水惜水意识，开展水资源警示教育。



作者：OrientGroup
链接：https://xueqiu.com/1784300254/175104129
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"优秀的人才代表着发展的潜力，但要让他们真正发挥价值，离不开完善的培养体系与良好的发展平台。TCL华星针对“雏鹰”，有持续三年的持续培养计划。比如，入职时长达半个月的“雏鹰训练营”，业务和思想的“双导师”制，订制化IDP（个人发展计划），以及通过职业发展通道设计和ECP（任职资格）认证等。

而且，为了吸引并激发人才活力，TCL华星在薪酬福利以及激励机制方面，有着一套特别的设计。比如，薪资水平每年会与市场对标并同步增长，确保能引得进、留得住；在福利方面，为员工提供食堂和餐补，供应商实行末位淘汰，充分市场化；为员工提供年度体检、购买高额商业保险，解除员工后顾之忧；针对员工最迫切的住房需求，推出免租金宿舍、人才房（自建&政府）、“星居计划”等住房福利，较好地解决了人才住房困难



作者：南柯梦碎
链接：https://xueqiu.com/3436225335/225606903
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"10月4日，比亚迪宣布与全球领先的汽车租赁公司SIXT签署合作协议，为欧洲市场提供新能源汽车租赁服务，共同推动汽车租赁市场电动化转型，助力全球碳减排。

根据双方协议，SIXT将在未来6年内向比亚迪采购至少10万台新能源车。多款比亚迪高品质新能源车将服务SIXT客户，包括目前在欧洲最新推出的元PLUS。车辆将于今年第四季度开始交付，第一阶段合作市场包括德国、英国、法国、荷兰。



作者：dustrong
链接：https://xueqiu.com/2714205814/232098630
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
